code,work_rvu
Q4260,0
Q4261,0
Q4262,0
Q4263,0
Q4264,0
Q4265,0
Q4266,0
Q4267,0
Q4268,0
Q4269,0
Q4270,0
Q4271,0
Q4272,0
Q4273,0
Q4274,0
Q4275,0
Q4276,0
Q4278,0
Q4279,0
Q4280,0
Q4281,0
Q4282,0
Q4283,0
Q4284,0
Q4285,0
Q4286,0
Q4287,0
Q4288,0
Q4289,0
Q4290,0
Q4291,0
Q4292,0
Q4293,0
Q4294,0
Q4295,0
Q4296,0
Q4297,0
Q4298,0
Q4299,0
Q4300,0
Q4301,0
Q4302,0
Q4303,0
Q4304,0
Q4305,0
Q4306,0
Q4307,0
Q4308,0
Q4309,0
Q4310,0
Q4311,0
Q4312,0
Q4313,0
Q4314,0
Q4315,0
Q4316,0
Q4317,0
Q4318,0
Q4319,0
Q4320,0
Q4321,0
Q4322,0
Q4323,0
Q4324,0
Q4325,0
Q4326,0
Q4327,0
Q4328,0
Q4329,0
Q4330,0
Q4331,0
Q4332,0
Q4333,0
Q4334,0
Q4335,0
Q4336,0
Q4337,0
Q4338,0
Q4339,0
Q4340,0
Q4341,0
Q4342,0
Q4343,0
Q4344,0
Q4345,0
Q4346,0
Q4347,0
Q4348,0
Q4349,0
Q4350,0
Q4351,0
Q4352,0
Q4353,0
Q5001,0
Q5002,0
Q5003,0
Q5004,0
Q5005,0
Q5006,0
Q5007,0
Q5008,0
Q5009,0
Q5010,0
Q5101,0
Q5103,0
Q5104,0
Q5105,0
Q5106,0
Q5107,0
Q5108,0
Q5109,0
Q5110,0
Q5111,0
Q5112,0
Q5113,0
Q5114,0
Q5115,0
Q5116,0
Q5117,0
Q5118,0
Q5119,0
Q5120,0
Q5121,0
Q5122,0
Q5123,0
Q5124,0
Q5125,0
Q5126,0
Q5127,0
Q5128,0
Q5129,0
Q5130,0
Q5133,0
Q5134,0
Q5135,0
Q5136,0
Q5137,0
Q5138,0
Q5139,0
Q5140,0
Q5141,0
Q5142,0
Q5143,0
Q5144,0
Q5145,0
Q5146,0
Q9001,0
Q9002,0
Q9003,0
Q9004,0
Q9950,0
Q9951,0
Q9953,0
Q9954,0
Q9955,0
Q9956,0
Q9957,0
Q9958,0
Q9959,0
Q9960,0
Q9961,0
Q9962,0
Q9963,0
Q9964,0
Q9965,0
Q9966,0
Q9967,0
Q9968,0
Q9969,0
Q9982,0
Q9983,0
Q9991,0
Q9992,0
Q9996,0
Q9997,0
Q9998,0
R0070,0
R0075,0
R0076,0
S0012,0
S0013,0
S0014,0
S0017,0
S0021,0
S0023,0
S0028,0
S0032,0
S0034,0
S0039,0
S0040,0
S0074,0
S0078,0
S0080,0
S0081,0
S0088,0
S0090,0
S0091,0
S0092,0
S0093,0
S0104,0
S0106,0
S0108,0
S0109,0
S0117,0
S0119,0
S0122,0
S0126,0
S0128,0
S0132,0
S0136,0
S0137,0
S0138,0
S0139,0
S0140,0
S0142,0
S0145,0
S0148,0
S0155,0
S0156,0
S0157,0
S0160,0
S0169,0
S0170,0
S0172,0
S0174,0
S0175,0
S0176,0
S0177,0
S0178,0
S0179,0
S0182,0
S0183,0
S0187,0
S0189,0
S0190,0
S0191,0
S0194,0
S0197,0
S0199,0
S0201,0
S0207,0
S0208,0
S0209,0
S0215,0
S0220,0
S0221,0
S0250,0
S0255,0
S0257,0
S0260,0
S0265,0
S0270,0
S0271,0
S0272,0
S0273,0
S0274,0
S0280,0
S0281,0
S0285,0
S0302,0
S0310,0
S0311,0
S0315,0
S0316,0
S0317,0
S0320,0
S0340,0
S0341,0
S0342,0
S0353,0
S0354,0
S0390,0
S0395,0
S0400,0
S0500,0
S0504,0
S0506,0
S0508,0
S0510,0
S0512,0
S0514,0
S0515,0
S0516,0
S0518,0
S0580,0
S0581,0
S0590,0
S0592,0
S0595,0
S0596,0
S0601,0
S0610,0
S0612,0
S0613,0
S0618,0
S0620,0
S0621,0
S0622,0
S0630,0
S0800,0
S0810,0
S0812,0
S1001,0
S1002,0
S1015,0
S1016,0
S1030,0
S1031,0
S1034,0
S1035,0
S1036,0
S1037,0
S1040,0
S1091,0
S2053,0
S2054,0
S2055,0
S2060,0
S2061,0
S2065,0
S2066,0
S2067,0
S2068,0
S2070,0
S2079,0
S2080,0
S2083,0
S2095,0
S2102,0
S2103,0
S2107,0
S2112,0
S2115,0
S2117,0
S2118,0
S2120,0
S2140,0
S2142,0
S2150,0
S2152,0
S2202,0
S2205,0
S2206,0
S2207,0
S2208,0
S2209,0
S2225,0
S2230,0
S2235,0
S2260,0
S2265,0
S2266,0
S2267,0
S2300,0
S2325,0
S2340,0
S2341,0
S2342,0
S2348,0
S2350,0
S2351,0
S2400,0
S2401,0
S2402,0
S2403,0
S2404,0
S2405,0
S2409,0
S2411,0
S2900,0
S3000,0
S3005,0
S3600,0
S3601,0
S3620,0
S3630,0
S3645,0
S3650,0
S3652,0
S3655,0
S3708,0
S3722,0
S3800,0
S3840,0
S3841,0
S3842,0
S3844,0
S3845,0
S3846,0
S3849,0
S3850,0
S3852,0
S3853,0
S3854,0
S3861,0
S3865,0
S3866,0
S3870,0
S3900,0
S3902,0
S3904,0
S4005,0
S4011,0
S4013,0
S4014,0
S4015,0
S4016,0
S4017,0
S4018,0
S4020,0
S4021,0
S4022,0
S4023,0
S4025,0
S4026,0
S4027,0
S4028,0
S4030,0
S4031,0
S4035,0
S4037,0
S4040,0
S4042,0
S4981,0
S4988,0
S4989,0
S4990,0
S4991,0
S4993,0
S4995,0
S5000,0
S5001,0
S5010,0
S5012,0
S5013,0
S5014,0
S5035,0
S5036,0
S5100,0
S5101,0
S5102,0
S5105,0
S5108,0
S5109,0
S5110,0
S5111,0
S5115,0
S5116,0
S5120,0
S5121,0
S5125,0
S5126,0
S5130,0
S5131,0
S5135,0
S5136,0
S5140,0
S5141,0
S5145,0
S5146,0
S5150,0
S5151,0
S5160,0
S5161,0
S5162,0
S5165,0
S5170,0
S5175,0
S5180,0
S5181,0
S5185,0
S5190,0
S5199,0
S5497,0
S5498,0
S5501,0
S5502,0
S5517,0
S5518,0
S5520,0
S5521,0
S5522,0
S5523,0
S5550,0
S5551,0
S5552,0
S5553,0
S5560,0
S5561,0
S5565,0
S5566,0
S5570,0
S5571,0
S8030,0
S8035,0
S8037,0
S8040,0
S8042,0
S8055,0
S8080,0
S8085,0
S8092,0
S8096,0
S8097,0
S8100,0
S8101,0
S8110,0
S8120,0
S8121,0
S8130,0
S8131,0
S8185,0
S8186,0
S8189,0
S8210,0
S8265,0
S8270,0
S8301,0
S8415,0
S8420,0
S8421,0
S8422,0
S8423,0
S8424,0
S8425,0
S8426,0
S8427,0
S8428,0
S8429,0
S8430,0
S8431,0
S8450,0
S8451,0
S8452,0
S8460,0
S8490,0
S8930,0
S8940,0
S8948,0
S8950,0
S8990,0
S8999,0
S9001,0
S9002,0
S9007,0
S9024,0
S9025,0
S9034,0
S9055,0
S9056,0
S9061,0
S9083,0
S9088,0
S9090,0
S9097,0
S9098,0
S9110,0
S9117,0
S9122,0
S9123,0
S9124,0
S9125,0
S9126,0
S9127,0
S9128,0
S9129,0
S9131,0
S9140,0
S9141,0
S9145,0
S9150,0
S9152,0
S9208,0
S9209,0
S9211,0
S9212,0
S9213,0
S9214,0
S9325,0
S9326,0
S9327,0
S9328,0
S9329,0
S9330,0
S9331,0
S9335,0
S9336,0
S9338,0
S9339,0
S9340,0
S9341,0
S9342,0
S9343,0
S9345,0
S9346,0
S9347,0
S9348,0
S9349,0
S9351,0
S9353,0
S9355,0
S9357,0
S9359,0
S9361,0
S9363,0
S9364,0
S9365,0
S9366,0
S9367,0
S9368,0
S9370,0
S9372,0
S9373,0
S9374,0
S9375,0
S9376,0
S9377,0
S9379,0
S9381,0
S9401,0
S9430,0
S9432,0
S9433,0
S9434,0
S9435,0
S9436,0
S9437,0
S9438,0
S9439,0
S9441,0
S9442,0
S9443,0
S9444,0
S9445,0
S9446,0
S9447,0
S9449,0
S9451,0
S9452,0
S9453,0
S9454,0
S9455,0
S9460,0
S9465,0
S9470,0
S9472,0
S9473,0
S9474,0
S9475,0
S9476,0
S9480,0
S9482,0
S9484,0
S9485,0
S9490,0
S9494,0
S9497,0
S9500,0
S9501,0
S9502,0
S9503,0
S9504,0
S9529,0
S9537,0
S9538,0
S9542,0
S9558,0
S9559,0
S9560,0
S9562,0
S9563,0
S9590,0
S9810,0
S9900,0
S9901,0
S9960,0
S9961,0
S9970,0
S9975,0
S9976,0
S9977,0
S9981,0
S9982,0
S9986,0
S9988,0
S9989,0
S9990,0
S9991,0
S9992,0
S9994,0
S9996,0
S9999,0
T1000,0
T1001,0
T1002,0
T1003,0
T1004,0
T1005,0
T1006,0
T1007,0
T1009,0
T1010,0
T1012,0
T1013,0
T1014,0
T1015,0
T1016,0
T1017,0
T1018,0
T1019,0
T1020,0
T1021,0
T1022,0
T1023,0
T1024,0
T1025,0
T1026,0
T1027,0
T1028,0
T1029,0
T1030,0
T1031,0
T1032,0
T1033,0
T1040,0
T1041,0
T1502,0
T1503,0
T1505,0
T1999,0
T2001,0
T2002,0
T2003,0
T2004,0
T2005,0
T2007,0
T2010,0
T2011,0
T2012,0
T2013,0
T2014,0
T2015,0
T2016,0
T2017,0
T2018,0
T2019,0
T2020,0
T2021,0
T2022,0
T2023,0
T2024,0
T2025,0
T2026,0
T2027,0
T2028,0
T2029,0
T2030,0
T2031,0
T2032,0
T2033,0
T2034,0
T2035,0
T2036,0
T2037,0
T2038,0
T2039,0
T2040,0
T2041,0
T2042,0
T2043,0
T2044,0
T2045,0
T2046,0
T2047,0
T2048,0
T2049,0
T2050,0
T2051,0
T2101,0
T4521,0
T4522,0
T4523,0
T4524,0
T4525,0
T4526,0
T4527,0
T4528,0
T4529,0
T4530,0
T4531,0
T4532,0
T4533,0
T4534,0
T4535,0
T4536,0
T4537,0
T4538,0
T4539,0
T4540,0
T4541,0
T4542,0
T4543,0
T4544,0
T4545,0
T5001,0
T5999,0
V2020,0
V2025,0
V2100,0
V2101,0
V2102,0
V2103,0
V2104,0
V2105,0
V2106,0
V2107,0
V2108,0
V2109,0
V2110,0
V2111,0
V2112,0
V2113,0
V2114,0
V2115,0
V2118,0
V2121,0
V2199,0
V2200,0
V2201,0
V2202,0
V2203,0
V2204,0
V2205,0
V2206,0
V2207,0
V2208,0
V2209,0
V2210,0
V2211,0
V2212,0
V2213,0
V2214,0
V2215,0
V2218,0
V2219,0
V2220,0
V2221,0
V2299,0
V2300,0
V2301,0
V2302,0
V2303,0
V2304,0
V2305,0
V2306,0
V2307,0
V2308,0
V2309,0
V2310,0
V2311,0
V2312,0
V2313,0
V2314,0
V2315,0
V2318,0
V2319,0
V2320,0
V2321,0
V2399,0
V2410,0
V2430,0
V2499,0
V2500,0
V2501,0
V2502,0
V2503,0
V2510,0
V2511,0
V2512,0
V2513,0
V2520,0
V2521,0
V2522,0
V2523,0
V2524,0
V2525,0
V2526,0
V2530,0
V2531,0
V2599,0
V2600,0
V2610,0
V2615,0
V2623,0
V2624,0
V2625,0
V2626,0
V2627,0
V2628,0
V2629,0
V2630,0
V2631,0
V2632,0
V2700,0
V2702,0
V2710,0
V2715,0
V2718,0
V2730,0
V2744,0
V2745,0
V2750,0
V2755,0
V2756,0
V2760,0
V2761,0
V2762,0
V2770,0
V2780,0
V2781,0
V2782,0
V2783,0
V2784,0
V2785,0
V2786,0
V2787,0
V2788,0
V2790,0
V2797,0
V2799,0
V5008,0
V5010,0
V5011,0
V5014,0
V5020,0
V5030,0
V5040,0
V5050,0
V5060,0
V5070,0
V5080,0
V5090,0
V5095,0
V5100,0
V5110,0
V5120,0
V5130,0
V5140,0
V5150,0
V5160,0
V5171,0
V5172,0
V5181,0
V5190,0
V5200,0
V5211,0
V5212,0
V5213,0
V5214,0
V5215,0
V5221,0
V5230,0
V5240,0
V5241,0
V5242,0
V5243,0
V5244,0
V5245,0
V5246,0
V5247,0
V5248,0
V5249,0
V5250,0
V5251,0
V5252,0
V5253,0
V5254,0
V5255,0
V5256,0
V5257,0
V5258,0
V5259,0
V5260,0
V5261,0
V5262,0
V5263,0
V5264,0
V5265,0
V5266,0
V5267,0
V5268,0
V5269,0
V5270,0
V5271,0
V5272,0
V5273,0
V5274,0
V5275,0
V5281,0
V5282,0
V5283,0
V5284,0
V5285,0
V5286,0
V5287,0
V5288,0
V5289,0
V5290,0
V5298,0
V5299,0
V5336,0
V5362,0
V5363,0
V5364,0
0001F,0
0005F,0
100,0
102,0
103,0
104,0
0012F,0
120,0
124,0
126,0
0014F,0
140,0
142,0
144,0
145,0
147,0
148,0
0015F,0
160,0
162,0
164,0
170,0
172,0
174,0
176,0
190,0
192,0
210,0
211,0
212,0
214,0
215,0
216,0
218,0
220,0
222,0
300,0
320,0
322,0
326,0
350,0
352,0
400,0
402,0
404,0
406,0
410,0
0042T,0
450,0
454,0
470,0
472,0
474,0
500,0
520,0
522,0
524,0
528,0
529,0
530,0
532,0
534,0
537,0
539,0
0054T,0
540,0
541,0
542,0
546,0
548,0
0055T,0
550,0
560,0
561,0
562,0
563,0
566,0
567,0
580,0
600,0
604,0
620,0
625,0
626,0
630,0
632,0
635,0
640,0
670,0
700,0
702,0
0071T,0
0072T,0
730,0
731,0
732,0
0075T,0
0075T,0
0075T,0
750,0
752,0
754,0
756,0
0076T,0
0076T,0
0076T,0
770,0
790,0
792,0
794,0
796,0
797,0
800,0
802,0
811,0
812,0
813,0
820,0
830,0
832,0
834,0
836,0
840,0
842,0
844,0
846,0
848,0
851,0
860,0
862,0
864,0
865,0
866,0
868,0
870,0
872,0
873,0
880,0
882,0
902,0
904,0
906,0
908,0
910,0
912,0
914,0
916,0
918,0
920,0
921,0
922,0
924,0
926,0
928,0
930,0
932,0
934,0
936,0
938,0
940,0
942,0
944,0
948,0
0095T,0
950,0
952,0
0098T,0
0100T,0
0101T,0
0102T,0
0106T,0
0107T,0
0108T,0
0109T,0
0110T,0
1112,0
1120,0
1130,0
1140,0
1150,0
1160,0
1170,0
1173,0
1200,0
1202,0
1210,0
1212,0
1214,0
1215,0
1220,0
1230,0
1232,0
1234,0
1250,0
1260,0
1270,0
1272,0
1274,0
1320,0
1340,0
1360,0
1380,0
1382,0
1390,0
1392,0
1400,0
1402,0
1404,0
1420,0
1430,0
1432,0
1440,0
1442,0
1444,0
1462,0
1464,0
1470,0
1472,0
1474,0
1480,0
1482,0
1484,0
1486,0
1490,0
1500,0
1502,0
1520,0
1522,0
1610,0
1620,0
1622,0
1630,0
1634,0
1636,0
1638,0
0164T,0
0165T,0
1650,0
1652,0
1654,0
1656,0
1670,0
1680,0
1710,0
1712,0
1714,0
1716,0
1730,0
1732,0
0174T,0
1740,0
1742,0
1744,0
0175T,0
1756,0
1758,0
1760,0
1770,0
1772,0
1780,0
1782,0
1810,0
1820,0
1829,0
1830,0
1832,0
0184T,0
1840,0
1842,0
1844,0
1850,0
1852,0
1860,0
1916,0
1920,0
1922,0
1924,0
1925,0
1926,0
1930,0
1931,0
1932,0
1933,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1951,0
1952,0
1953,0
1958,0
1960,0
1961,0
1962,0
1963,0
1965,0
1966,0
1967,0
1968,0
1969,0
0198T,0
1990,0
1991,0
1992,0
1996,0
1999,0
0200T,0
0201T,0
0202T,0
0207T,0
0208T,0
0209T,0
0210T,0
0211T,0
0212T,0
0213T,0
0214T,0
0215T,0
0216T,0
0217T,0
0218T,0
0219T,0
0220T,0
0221T,0
0222T,0
0232T,0
0234T,0
0235T,0
0236T,0
0237T,0
0238T,0
0253T,0
0263T,0
0264T,0
0265T,0
0266T,0
0267T,0
0268T,0
0269T,0
0270T,0
0271T,0
0272T,0
0273T,0
0274T,0
0275T,0
0278T,0
0308T,0
0329T,0
0330T,0
0331T,0
0332T,0
0333T,0
0335T,0
0338T,0
0339T,0
0342T,0
0345T,0
0347T,0
0348T,0
0349T,0
0350T,0
0351T,0
0352T,0
0353T,0
0354T,0
0358T,0
0362T,0
0373T,0
0378T,0
0379T,0
0394T,0
0395T,0
0397T,0
0402T,0
0403T,0
0408T,0
0409T,0
0410T,0
0411T,0
0412T,0
0413T,0
0414T,0
0415T,0
0416T,0
0417T,0
0417T,0
0417T,0
0418T,0
0418T,0
0418T,0
0419T,0
0420T,0
0421T,0
0422T,0
0437T,0
0439T,0
0440T,0
0441T,0
0442T,0
0443T,0
0444T,0
0445T,0
0446T,1.14
0447T,1.34
0448T,1.91
0449T,0
0450T,0
0464T,0
0469T,0
0472T,0
0473T,0
0474T,0
0479T,0
0480T,0
0481T,0
0483T,0
0484T,0
0485T,0
0485T,0
0485T,0
0486T,0
0486T,0
0486T,0
0488T,0
0489T,0
0490T,0
0494T,0
0495T,0
0496T,0
0500F,0
0501F,0
0502F,0
0503F,0
0505F,0
0505T,0
0506T,0
0506T,0
0506T,0
0507F,0
0507T,0
0507T,0
0507T,0
0509F,0
0509T,0.4
0509T,0
0509T,0.4
0510T,0
0511T,0
0512T,0
0513F,0
0513T,0
0514F,0
0515T,0
0516F,0
0516T,0
0517F,0
0517T,0
0518F,0
0518T,0
0519F,0
0519T,0
0520F,0
0520T,0
0521F,0
0521T,0
0521T,0
0521T,0
0522T,0
0522T,0
0522T,0
0523T,0
0524T,0
0525F,0
0525T,0
0526F,0
0526T,0
0527T,0
0528F,0
0528T,0
0528T,0
0528T,0
0529F,0
0529T,0
0529T,0
0529T,0
0530T,0
0531T,0
0532T,0
0535F,0
0540F,0
0541T,0
0542T,0
0543T,0
0544T,0
0545F,0
0545T,0
0546T,0
0547T,0
0550F,0
0551F,0
0552T,0
0554T,0
0555F,0
0555T,0
0556F,0
0556T,0
0557F,0
0557T,0
0558T,0
0559T,0
0560T,0
0561T,0
0562T,0
0563T,0
0565T,0
0566T,0
0569T,0
0570T,0
0571T,0
0572T,0
0573T,0
0574T,0
0575F,0
0575T,0
0576T,0
0577T,0
0578T,0
0579T,0
0580F,0
0580T,0
0581F,0
0581T,0
0582F,0
0582T,0
0583F,0
0583T,0
0584F,0
0584T,0
0585T,0
0586T,0
0587T,0
0588T,0
0589T,0
0590T,0
0591T,0
0592T,0
0593T,0
0594T,0
0596T,0
0597T,0
0598T,0
0599T,0
0600T,0
0601T,0
0602T,0
0603T,0
0604T,0
0605T,0
0606T,0
0607T,0
0608T,0
0609T,0
0610T,0
0611T,0
0612T,0
0613T,0
0614T,0
0615T,0
0619T,0
0620T,0
0621T,0
0622T,0
0623T,0
0624T,0
0625T,0
0626T,0
0627T,0
0628T,0
0629T,0
0630T,0
0631T,0
0632T,0
0633T,0
0633T,0
0633T,0
0634T,0
0634T,0
0634T,0
0635T,0
0635T,0
0635T,0
0636T,0
0636T,0
0636T,0
0637T,0
0637T,0
0637T,0
0638T,0
0638T,0
0638T,0
0639T,0
0640T,0
0640T,0
0640T,0
0643T,0
0644T,0
0645T,0
0646T,0
0647T,0
0648T,0
0648T,0
0648T,0
0649T,0
0649T,0
0649T,0
0650T,0
0650T,0
0650T,0
0651T,0
0652T,0
0653T,0
0654T,0
0655T,0
0656T,0
0657T,0
0658T,0
0659T,0
0660T,0
0661T,0
0662T,0
0663T,0
0664T,0
0665T,0
0666T,0
0667T,0
0668T,0
0669T,0
0670T,0
0671T,0
0672T,0
0673T,0
0674T,0
0675T,0
0676T,0
0677T,0
0678T,0
0679T,0
0680T,0
0681T,0
0682T,0
0683T,0
0683T,0
0683T,0
0684T,0
0684T,0
0684T,0
0685T,0
0685T,0
0685T,0
0686T,0
0687T,0
0688T,0
0689T,0
0689T,0
0689T,0
0690T,0
0690T,0
0690T,0
0691T,0
0691T,0
0691T,0
0692T,0
0693T,0
0694T,0
0694T,0
0694T,0
0695T,0
0696T,0
0697T,0
0697T,0
0697T,0
0698T,0
0698T,0
0698T,0
0699T,0
0700T,0
0700T,0
0700T,0
0701T,0
0701T,0
0701T,0
0704T,0
0705T,0
0706T,0
0707T,0
0708T,0
0709T,0
0710T,0
0711T,0
0712T,0
0713T,0
0714T,0
0716T,0
0717T,0
0718T,0
0719T,0
0720T,0
0721T,0
0721T,0
0721T,0
0722T,0
0722T,0
0722T,0
0723T,0
0723T,0
0723T,0
0724T,0
0724T,0
0724T,0
0725T,0
0726T,0
0727T,0
0728T,0
0729T,0
0730T,0
0731T,0
0732T,0
0733T,0
0734T,0
0735T,0
0736T,0
0737T,0
0738T,0
0739T,0
0740T,0
0741T,0
0742T,0
0742T,0
0742T,0
0743T,0
0743T,0
0743T,0
0744T,0
0745T,0
0746T,0
0747T,0
0748T,0
0749T,0
0750T,0
0751T,0
0752T,0
0753T,0
0754T,0
0755T,0
0756T,0
0757T,0
0758T,0
0759T,0
0760T,0
0761T,0
0762T,0
0763T,0
0764T,0
0765T,0
0766T,0
0767T,0
0770T,0
0771T,0
0772T,0
0773T,0
0774T,0
0776T,0
0777T,0
0777T,0
0777T,0
0778T,0
0779T,0
0779T,0
0779T,0
0780T,0
0781T,0
0782T,0
0783T,0
0784T,0
0785T,0
0786T,0
0787T,0
0788T,0
0789T,0
0790T,0
0791T,0
0792T,0
0793T,0
0794T,0
0795T,0
0796T,0
0797T,0
0798T,0
0799T,0
0800T,0
0801T,0
0802T,0
0803T,0
0804T,0
0804T,0
0804T,0
0805T,0
0806T,0
0807T,0
0807T,0
0807T,0
0808T,0
0808T,0
0808T,0
0810T,0
0811T,0
0812T,0
0813T,0
0814T,0
0815T,0
0815T,0
0815T,0
0816T,0
0817T,0
0818T,0
0819T,0
0820T,0
0821T,0
0822T,0
0823T,0
0824T,0
0825T,0
0826T,0
0826T,0
0826T,0
0827T,0
0828T,0
0829T,0
0830T,0
0831T,0
0832T,0
0833T,0
0834T,0
0835T,0
0836T,0
0837T,0
0838T,0
0839T,0
0840T,0
0841T,0
0842T,0
0843T,0
0844T,0
0845T,0
0846T,0
0847T,0
0848T,0
0849T,0
0850T,0
0851T,0
0852T,0
0853T,0
0854T,0
0855T,0
0856T,0
0857T,0
0857T,0
0857T,0
0858T,0
0858T,0
0858T,0
0859T,0
0859T,0
0859T,0
0860T,0
0861T,0
0862T,0
0863T,0
0864T,0
0865T,0
0865T,0
0865T,0
0866T,0
0866T,0
0866T,0
0867T,0
0868T,0
0868T,0
0868T,0
0869T,0
0870T,0
0871T,0
0872T,0
0873T,0
0874T,0
0875T,0
0876T,0
0876T,0
0876T,0
0877T,0
0878T,0
0879T,0
0880T,0
0881T,0
0882T,0
0883T,0
0884T,0
0885T,0
0886T,0
0887T,0
0888T,0
0889T,0
0890T,0
0891T,0
0892T,0
0893T,0
0893T,0
0893T,0
0894T,0
0895T,0
0896T,0
0897T,0
0897T,0
0897T,0
0898T,0
0898T,0
0898T,0
0899T,0
0899T,0
0899T,0
0900T,0
0900T,0
0900T,0
0901T,0
0902T,0
0903T,0
0904T,0
0905T,0
0906T,0
0907T,0
0908T,0
0909T,0
0910T,0
0911T,0
0912T,0
0913T,0
0914T,0
0915T,0
0916T,0
0917T,0
0918T,0
0919T,0
0920T,0
0921T,0
0922T,0
0923T,0
0924T,0
0925T,0
0926T,0
0926T,0
0926T,0
0927T,0
0927T,0
0927T,0
0928T,0
0929T,0
0930T,0
0930T,0
0930T,0
0931T,0
0931T,0
0931T,0
0932T,0
0932T,0
0932T,0
0933T,0
0934T,0
0935T,0
0936T,0
0937T,0
0938T,0
0939T,0
0940T,0
0941T,0
0942T,0
0943T,0
0944T,0
0944T,0
0944T,0
0945T,0
0946T,0
0946T,0
0946T,0
0947T,0
0947T,0
0947T,0
1000F,0
10004,0.8
10005,1.46
10006,1
10007,1.81
10008,1.18
10009,2.26
10010,1.65
10011,0
10012,0
1002F,0
10021,1.03
1003F,0
10030,2.75
10035,1.7
10036,0.85
1004F,0
10040,0.91
1005F,0
1006F,0
10060,1.22
10061,2.45
1007F,0
1008F,0
10080,1.22
10081,2.5
1010F,0
1011F,0
1012F,0
10120,1.22
10121,2.74
10140,1.58
1015F,0
10160,1.25
1018F,0
10180,2.3
1019F,0
1022F,0
1026F,0
1030F,0
1031F,0
1032F,0
1033F,0
1034F,0
1035F,0
1036F,0
1038F,0
1039F,0
1040F,0
1050F,0
1052F,0
1055F,0
1060F,0
1061F,0
1065F,0
1066F,0
1070F,0
1071F,0
1090F,0
1091F,0
1100F,0
11000,0.6
11001,0.3
11004,10.8
11005,14.24
11006,13.1
11008,5
1101F,0
11010,4.19
11011,4.94
11012,6.87
11042,1.01
11043,2.7
11044,4.1
11045,0.5
11046,1.03
11047,1.8
11055,0.35
11056,0.5
11057,0.65
1110F,0
11102,0.66
11103,0.38
11104,0.83
11105,0.45
11106,1.01
11107,0.54
1111F,0
1116F,0
1118F,0
1119F,0
11200,0.82
11201,0.29
1121F,0
1123F,0
1124F,0
1125F,0
1126F,0
1127F,0
1128F,0
1130F,0
11300,0.6
11301,0.9
11302,1.05
11303,1.25
11305,0.8
11306,0.96
11307,1.2
11308,1.46
11310,0.8
11311,1.1
11312,1.3
11313,1.68
1134F,0
1135F,0
1136F,0
1137F,0
11400,0.9
11401,1.28
11402,1.45
11403,1.84
11404,2.11
11406,3.52
11420,1.03
11421,1.47
11422,1.68
11423,2.06
11424,2.48
11426,4.09
11440,1.05
11441,1.53
11442,1.77
11443,2.34
11444,3.19
11446,4.8
11450,3.22
11451,4.43
11462,3
11463,4.43
11470,3.74
11471,4.89
1150F,0
1151F,0
1152F,0
1153F,0
1157F,0
1158F,0
1159F,0
1160F,0
11600,1.63
11601,2.07
11602,2.27
11603,2.82
11604,3.17
11606,5.02
11620,1.64
11621,2.08
11622,2.41
11623,3.11
11624,3.62
11626,4.61
11640,1.67
11641,2.17
11642,2.62
11643,3.42
11644,4.34
11646,6.26
1170F,0
11719,0.17
11720,0.32
11721,0.54
11730,1.05
11732,0.38
11740,0.37
1175F,0
11750,1.58
11755,1.25
11760,1.63
11762,2.94
11765,1.22
11770,2.66
11771,6.09
11772,7.35
1180F,0
1181F,0
1182F,0
1183F,0
11900,0.52
11901,0.8
11920,1.61
11921,1.93
11922,0.49
11950,0.84
11951,1.19
11952,1.69
11954,1.85
11960,11.49
11970,7.49
11971,7.02
11976,1.78
11980,1.1
11981,1.14
11982,1.34
11983,1.91
1200F,0
12001,0.84
12002,1.14
12004,1.44
12005,1.97
12006,2.39
12007,2.9
12011,1.07
12013,1.22
12014,1.57
12015,1.98
12016,2.68
12017,3.18
12018,3.61
12020,2.67
12021,1.89
12031,2
12032,2.52
12034,2.97
12035,3.5
12036,4.23
12037,5
12041,2.1
12042,2.79
12044,3.19
12045,3.75
12046,4.3
12047,4.95
1205F,0
12051,2.33
12052,2.87
12053,3.17
12054,3.5
12055,4.5
12056,5.3
12057,6
1220F,0
13100,3
13101,3.5
13102,1.24
13120,3.23
13121,4
13122,1.44
13131,3.73
13132,4.78
13133,2.19
13151,4.34
13152,5.34
13153,2.38
13160,12.04
1400F,0
14000,6.37
14001,8.78
14020,7.22
14021,9.72
14040,8.6
14041,10.83
14060,9.23
14061,11.48
14301,12.65
14302,3.73
14350,11.05
1450F,0
1451F,0
1460F,0
1461F,0
1490F,0
1491F,0
1493F,0
1494F,0
1500F,0
15002,3.65
15003,0.8
15004,4.58
15005,1.6
1501F,0
15011,0
15012,0
15013,0
15014,0
15015,0
15016,0
15017,0
15018,0
1502F,0
1503F,0
1504F,0
15040,2
1505F,0
15050,5.57
15100,9.9
15101,1.72
15110,10.97
15111,1.85
15115,11.28
15116,2.5
15120,10.15
15121,2
15130,7.53
15131,1.5
15135,11.03
15136,1.5
15150,9.39
15151,2
15152,2.5
15155,10.14
15156,2.75
15157,3
15200,9.15
15201,1.32
15220,8.09
15221,1.19
15240,10.41
15241,1.86
15260,11.64
15261,2.23
15271,1.5
15272,0.33
15273,3.5
15274,0.8
15275,1.83
15276,0.5
15277,4
